identifier,dimension,smiles,bus,elements,ms,nms
HOQYUI,2,C1CNCCN1,"[3, 4]","['C', 'O', 'Se', 'V']",['V'],"['C', 'O', 'Se']"
HOQZAP,2,C1CN2CCN1CC2,[3],"['O', 'Se', 'V']",['V'],"['O', 'Se']"
HORBAU,3,CNC,[7],"['C', 'Fe', 'O']",['Fe'],"['C', 'O']"
HORVOB,0,CCNCC,[1],"['O', 'P', 'W', 'Zr']","['W', 'Zr']","['O', 'P']"
HORZOD,1,NCCCN,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
HOTHON,0,NCCNCCNCCN,"[12, 1]","['B', 'O', 'P', 'V']",['V'],"['B', 'O', 'P']"
HOTSIT,0,C1CNCCN1,[],"['Mo', 'O', 'Te']","['Mo', 'Te']",['O']
HOTVIW,0,c1ccc2ncccc2c1,[4],"['C', 'Cr', 'O']",['Cr'],"['C', 'O']"
HOVKUZ,2,CCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
HOVLAG,2,NCc1ccccc1,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
HOVLEK,2,NCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
HOVLIO,2,NCCNCCNCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
HOVLOU,1,NCCN(CCN)CCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
HOWJEK,3,NCCN,[1],"['Mn', 'O', 'P']",['Mn'],"['O', 'P']"
HOXXOK,2,NCCN,[7],"['C', 'Cr', 'Na', 'O']","['Cr', 'Na']","['C', 'O']"
HOZGUA,0,Cc1cc(-n2ccnc2)c(C)cc1-n1ccnc1,[],"['Mo', 'O']",['Mo'],['O']
HUFTAF,1,N=C(N)N,[4],"['C', 'Cl', 'Mn', 'O']",['Mn'],"['C', 'Cl', 'O']"
HUJXOC,0,NCCCCCCCCN,[2],"['O', 'S', 'Ti']",['Ti'],"['O', 'S']"
HUJZAQ,0,NCCCCN,[2],"['O', 'S', 'Ti']",['Ti'],"['O', 'S']"
HUJZEU,0,NC1CCC(N)CC1,[2],"['O', 'S', 'Ti']",['Ti'],"['O', 'S']"
HUKVOZ,0,NCCN(CCN)CCN,[1],"['Co', 'Mo', 'O', 'P']","['Co', 'Mo']","['O', 'P']"
HUKVUF,0,NCCNCCNCCN,[1],"['Co', 'Mo', 'O', 'P']","['Co', 'Mo']","['O', 'P']"
HUKYER,0,C1CCC(NC2CCCCC2)CC1,[],"['O', 'W']",['W'],['O']
HULVAL,2,CC1CC(C)(C)NCCNC(C)CC(C)(C)NCCN1,[1],"['Al', 'F', 'O', 'P']",['Al'],"['F', 'O', 'P']"
HULWUG,3,NCCCN,[1],"['Be', 'Co', 'O', 'P']","['Be', 'Co']","['O', 'P']"
HUNBEX,3,C1CN2CCN1CC2,[4],"['C', 'K', 'O', 'Zn']","['K', 'Zn']","['C', 'O']"
HUNBIB,3,C1CNCCN1,"[6, 4]","['As', 'C', 'Fe', 'O']",['Fe'],"['As', 'C', 'O']"
HUNYAS,1,c1cn(CCCCn2ccnc2)cn1,[1],"['Cu', 'Mo', 'O', 'P', 'Sr']","['Cu', 'Mo', 'Sr']","['O', 'P']"
HUNYIA,1,c1cn(CCCCn2ccnc2)cn1,[1],"['Mo', 'O', 'P', 'Sr', 'Zn']","['Mo', 'Sr', 'Zn']","['O', 'P']"
HUNYOG,1,c1cn(CCCCn2ccnc2)cn1,[1],"['Mo', 'Ni', 'O', 'P', 'Sr']","['Mo', 'Ni', 'Sr']","['O', 'P']"
HUNYUM,1,c1cn(CCCCn2ccnc2)cn1,[1],"['Co', 'Mo', 'O', 'P', 'Sr']","['Co', 'Mo', 'Sr']","['O', 'P']"
HUVLUF,3,NCCN,[4],"['C', 'Co', 'O', 'V']","['Co', 'V']","['C', 'O']"
HUVPIX,2,NCCN,[2],"['La', 'O', 'S']",['La'],"['O', 'S']"
HUWDIN,2,CC1CNCCN1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
HUWDOT,2,CC1CNCCN1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
HUWDUZ,2,CC1CNCCN1,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
HUXSOJ,0,NCCNCCN,[2],"['F', 'O', 'S', 'Sm']",['Sm'],"['F', 'O', 'S']"
HUYPOH,3,CC(N)CN,[],"['Ge', 'O']",['Ge'],['O']
HUZKET,2,C1CNCCN1,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']"
HUZKIX,0,C1CNCCN1,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']"
HUZKOD,2,C1CNCCN1,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']"
HUZKUJ,3,NCCCCN,"[0, 4]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']"
HUZLAQ,2,C1CNCCN1,"[2, 4]","['C', 'In', 'O', 'S']",['In'],"['C', 'O', 'S']"
HUZLEU,2,C1CNCCN1,"[4, 1]","['C', 'In', 'O', 'P']",['In'],"['C', 'O', 'P']"
HUZLIY,3,C1CNCCN1,[0],"['In', 'O', 'P']",['In'],"['O', 'P']"
IBAXUF,0,c1ccncc1,[],"['Cr', 'Mo', 'O']","['Cr', 'Mo']",['O']
IBEHOO,0,NCCN,[6],"['As', 'Fe', 'O', 'W']","['Fe', 'W']","['As', 'O']"
IBEMOR,0,CCNCC,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
IBIJIP,2,CN1CCNCC1,"[4, 1]","['C', 'Mn', 'O', 'P']",['Mn'],"['C', 'O', 'P']"
IBIJOV,1,CN(C)CCN(C)CCN(C)C,"[4, 1]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']"
IBIVOG,2,C1CNCCN1,[],"['F', 'Ge', 'O']",['Ge'],"['F', 'O']"
IBIVUM,0,c1cc(-c2ccncc2)ccn1,[1],"['Mo', 'O', 'P', 'Sr']","['Mo', 'Sr']","['O', 'P']"
IBOSAT,0,NCCN(CCN)CCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IBOSIB,2,NCCN(CCN)CCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IBOTAU,3,NCCN(CCN)CCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IBUBOZ,2,C1CNCCN1,[2],"['Co', 'F', 'O', 'S']",['Co'],"['F', 'O', 'S']"
IBURAZ,3,CN1CCN(C)CC1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IBUVOS,0,c1cn(Cc2ccc(-c3ccc(Cn4ccnc4)cc3)cc2)cn1,[],"['Co', 'O', 'W']","['Co', 'W']",['O']
ICAGAU,3,NCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
ICAHAW,1,NCCNCCN,[6],"['As', 'F', 'Fe', 'O']",['Fe'],"['As', 'F', 'O']"
ICAVUD,2,C1CNCCN1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
ICEZOG,2,NCCCCCCN,[1],"['Cl', 'O', 'P', 'Zn']",['Zn'],"['Cl', 'O', 'P']"
ICIVEW,3,CCCCN,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
ICIXID,2,NCCNCCNCCN,[0],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
ICIXOJ,2,C1CN2CCN1CC2,[0],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
ICIXUP,2,NCCN1CCNCC1,[0],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
IDEMIP,0,C1CNCCN1,[],"['O', 'W']",['W'],['O']
IDIBEC,2,C1CNCCN1,[6],"['As', 'F', 'Fe', 'O']",['Fe'],"['As', 'F', 'O']"
IDIBIG,2,C1CNCCN1,[6],"['As', 'F', 'Ga', 'O']",['Ga'],"['As', 'F', 'O']"
IDIHOV,0,N=C(N)N,[15],"['C', 'Nd', 'O']",['Nd'],"['C', 'O']"
IDIVAT,0,c1cnc2ccc3ncccc3c2c1,[],"['O', 'Re']",['Re'],['O']
IDOBOT,0,C1CNCCNC1,[10],"['La', 'N', 'O']",['La'],"['N', 'O']"
IDODAH,0,NCCCN,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
IDUGOF,2,c1c[nH]cn1,[10],"['N', 'Na', 'O']",['Na'],"['N', 'O']"
IDUGUL,2,C1CNCCN1,[1],"['Li', 'O', 'P']",['Li'],"['O', 'P']"
IFAHEC,3,NCCCCCCN,[1],"['F', 'Ga', 'O', 'P', 'Zn']","['Ga', 'Zn']","['F', 'O', 'P']"
IFAMAE,0,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,[2],"['Mo', 'O', 'S']",['Mo'],"['O', 'S']"
IFESAO,0,NCCCCCCCN,[],"['Mo', 'O']",['Mo'],['O']
IFESES,0,NCCCCCCCCN,[],"['Mo', 'O']",['Mo'],['O']
IFESIW,0,NCCCCCCCCCCN,[],"['Mo', 'O']",['Mo'],['O']
IFESOC,0,NCCCCCCCCCCCN,[],"['Mo', 'O']",['Mo'],['O']
IFIMOA,0,c1cc(-c2ccncc2)ccn1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
IFUDES,3,NCCN,[4],"['C', 'Cd', 'O', 'Zr']","['Cd', 'Zr']","['C', 'O']"
IGEQAM,2,NCCCCCCNCCCCCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IGONAT,2,CC1CNCCN1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
IGONEX,2,CC1CNCCN1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
IGONUP,3,NCCCCN,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
IGOPAX,3,NCCCNCCCN,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
IGOPEB,3,NCCCNCCCNCCCN,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
IGUCET,3,CN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IGUCIX,3,CN,[1],"['Na', 'O', 'P', 'Zn']","['Na', 'Zn']","['O', 'P']"
IGUJOJ,0,CCN(CC)CC,[4],"['C', 'Ge', 'O']",['Ge'],"['C', 'O']"
IGUROU,3,NCCCCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
IHOTIJ,0,C1CC(C2CCNCC2)CCN1,[],"['Cl', 'Mo', 'O']",['Mo'],"['Cl', 'O']"
IHUROS,3,NCCNCCN,"[4, 1]","['C', 'Fe', 'O', 'P']",['Fe'],"['C', 'O', 'P']"
IJIGOX,3,CN1CCNCC1,[1],"['Co', 'Ga', 'O', 'P']","['Co', 'Ga']","['O', 'P']"
IJISID,3,NCCN,[],"['Mn', 'O', 'V']","['Mn', 'V']",['O']
IJIWUT,1,NCCCNCCN,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
IKELOA,1,NCCCCN,[],"['O', 'Te', 'V']","['Te', 'V']",['O']
IKEZAZ,0,NCCN,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
IKOMIG,0,NCCCN1CCN(CCCN)CC1,[],"['Cr', 'O']",['Cr'],['O']
IKUBIZ,2,C1CN2CCN1CC2,[0],"['O', 'P', 'V']",['V'],"['O', 'P']"
IKUBOF,2,CC(N)CN,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IKUBUL,3,NCCCCCCN,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IKUCUM,1,NCCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
IKUDAT,0,NCCCCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
IKUDEX,2,NCCCCCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
IKUDIB,1,NCCCCCCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
ILAQIX,2,NC1CCC(N)CC1,[2],"['F', 'Mn', 'O', 'S']",['Mn'],"['F', 'O', 'S']"
ILAQOD,1,NC1CCC(N)CC1,[2],"['F', 'Fe', 'O', 'S']",['Fe'],"['F', 'O', 'S']"
ILAQUJ,1,NC1CCC(N)CC1,[2],"['F', 'O', 'S', 'V']",['V'],"['F', 'O', 'S']"
ILARAQ,1,c1cc(-c2ccncc2)ccn1,[2],"['F', 'O', 'S', 'Ti']",['Ti'],"['F', 'O', 'S']"
ILECIN,3,c1c[nH]cn1,[7],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']"
ILENOC,3,NCCNCCN,[1],"['F', 'In', 'O', 'P']",['In'],"['F', 'O', 'P']"
ILILEU,1,NCCNCCN,[2],"['La', 'O', 'S']",['La'],"['O', 'S']"
ILOTEJ,3,CNC,[7],"['C', 'Fe', 'Mn', 'O']","['Fe', 'Mn']","['C', 'O']"
ILOTIN,3,CNC,[7],"['C', 'Co', 'Fe', 'O']","['Co', 'Fe']","['C', 'O']"
IMIQAX,0,C1CN2CCN1CC2,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
INICUE,1,NCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
INIDAL,3,NCCNCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
INUTER,0,C(=Cc1ccncc1)c1ccncc1,[],"['O', 'Sb', 'W']","['Sb', 'W']",['O']
INUTIV,0,C(=Cc1ccncc1)c1ccncc1,[6],"['As', 'Ni', 'O', 'W']","['Ni', 'W']","['As', 'O']"
IPAFUA,2,CC(N)CN,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
IPAMOX01,0,CC(C)N,[],"['Mo', 'O']",['Mo'],['O']
IPARUN,3,NCCCN,"[12, 1]","['B', 'Fe', 'O', 'P']",['Fe'],"['B', 'O', 'P']"
IPASAU,3,C1CNCCN1,"[12, 1]","['B', 'Fe', 'O', 'P']",['Fe'],"['B', 'O', 'P']"
IPASEY,3,NCCCN,"[12, 1]","['B', 'Mn', 'O', 'P']",['Mn'],"['B', 'O', 'P']"
IPEGIU,0,CN1CCNCC1,[2],"['Mo', 'O', 'S']",['Mo'],"['O', 'S']"
IPEGOA,0,CN1CCNCC1,[2],"['Mo', 'O', 'S']",['Mo'],"['O', 'S']"
IPICIU,2,CCC(C)N,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IPOVAK,0,c1ccc(N2CCNCC2)nc1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IPOVEO,2,c1ccc(N2CCNCC2)nc1,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IPUKOT,0,C1CNCCNC1,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
IPUKUZ,1,C1CNCCNC1,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
IPULAG,2,CN(C)CCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
IPULEK,2,CN(C)CCN,[2],"['O', 'S', 'U']",['U'],"['O', 'S']"
IQECUC,1,NCCCNCCNCCCN,[1],"['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']"
IQIDES,3,CNC,[0],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
IQUKAH,1,CNC,[2],"['Ho', 'O', 'S']",['Ho'],"['O', 'S']"
IRAHUF,3,NCCCNCCNCCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
IRAJAN,3,NCCCNCCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
IRAJER,3,NCCCC(CN)CN,"[4, 1]","['C', 'Ga', 'O', 'P']",['Ga'],"['C', 'O', 'P']"
IRAJIV,3,c1c[nH]cn1,[0],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
IRAYOQ,3,NCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
IRAYUW,3,NCCN,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
IRIPEE,3,C1CN2CCN1CC2,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IRIPII,3,C1CNCCN1,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IRIPUU,2,Nc1ccncc1,[1],"['F', 'Nb', 'O', 'P']",['Nb'],"['F', 'O', 'P']"
IRIQUW,1,CCN(CC)CC,[8],"['C', 'Cu', 'O']",['Cu'],"['C', 'O']"
ISAHIU,0,c1cc(-c2ccncc2)ccn1,[],"['Cr', 'Mo', 'O']","['Cr', 'Mo']",['O']
ISIYOZ,3,CNCCNC,[7],"['C', 'Er', 'O']",['Er'],"['C', 'O']"
ISIYUF,3,CN(C)CCN(C)C,[7],"['C', 'Er', 'O']",['Er'],"['C', 'O']"
ISUFOR,0,CC1CNC(C)CN1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
ITESIJ,1,CNCCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
ITETEG,1,C1CNCCN1,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
IVASAB02,1,C1CN2CCN1CC2,[4],"['C', 'Co', 'Cr', 'O']","['Co', 'Cr']","['C', 'O']"
IVASEF02,1,C1CN2CCN1CC2,[4],"['C', 'Cr', 'O', 'Zn']","['Cr', 'Zn']","['C', 'O']"
IVOCON,3,CN(C)CCN(C)CCN(C)C,[0],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
IVOTUI,2,NCCN,[1],"['Ce', 'F', 'O', 'P']",['Ce'],"['F', 'O', 'P']"
IWAGAO,0,Cc1cnc[nH]1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
IWEPOP,1,CCC(N)CCN,[1],"['F', 'Fe', 'O', 'P']",['Fe'],"['F', 'O', 'P']"
IWEQUW,2,C1CNCCN1,[1],"['O', 'P', 'V']",['V'],"['O', 'P']"
IWEXEO,0,Nc1cccnc1,[],"['Cr', 'Mo', 'O']","['Cr', 'Mo']",['O']
IWOKEK,0,C1CNCCN1,[4],"['C', 'O', 'V']",['V'],"['C', 'O']"
IWOMEO,0,NCCCCCCN,[],"['Mo', 'O']",['Mo'],['O']
IWOTOF,0,Nc1ncnc2[nH]cnc12,[6],"['As', 'Mo', 'O']",['Mo'],"['As', 'O']"
IWUSUO,2,NCCCCN,[2],"['F', 'O', 'S', 'Sn']",['Sn'],"['F', 'O', 'S']"
IWUZAB,0,NCCN,[],"['Cr', 'O']",['Cr'],['O']
IXINOS,2,NCCCN1CCN(CCCN)CC1,"[4, 1]","['C', 'O', 'P', 'V']",['V'],"['C', 'O', 'P']"
IYAVUA,0,Cc1ccccn1,[],"['Cl', 'O', 'Pr', 'Sb']","['Pr', 'Sb']","['Cl', 'O']"
IYEKAA,1,c1cc(-c2nnc(-c3nnc[nH]3)[nH]2)ccn1,[],"['Mo', 'O']",['Mo'],['O']
IYEXUF,1,c1cc(-c2ccncc2)ccn1,[1],"['Cu', 'Mo', 'O', 'P']","['Cu', 'Mo']","['O', 'P']"
IYEYAM,1,c1cc(-c2ccncc2)ccn1,[1],"['Mo', 'O', 'P', 'Zn']","['Mo', 'Zn']","['O', 'P']"
IYODEH,0,CN(C)c1ccncc1,[11],"['As', 'Cu', 'Mo', 'O']","['Cu', 'Mo']","['As', 'O']"
IYODIL,0,CN(C)c1ccncc1,[11],"['As', 'Co', 'Mo', 'O']","['Co', 'Mo']","['As', 'O']"
IZAFEV,1,CNC,[2],"['Eu', 'O', 'S']",['Eu'],"['O', 'S']"
IZAJUP,2,NCCCCCCCCCN,[13],"['O', 'Se', 'U']",['U'],"['O', 'Se']"
IZEDUN,2,NCCN,[1],"['F', 'Nb', 'O', 'P']",['Nb'],"['F', 'O', 'P']"
IZIQIR,2,NCCN1CCNCC1,[1],"['Al', 'O', 'P']",['Al'],"['O', 'P']"
IZUPEA,3,CN,[7],"['C', 'Ni', 'O']",['Ni'],"['C', 'O']"
JABMEF,3,CCN,[1],"['O', 'P', 'Zn']",['Zn'],"['O', 'P']"
JAJYUP,0,NCCN,[],"['O', 'V']",['V'],['O']
JAJZAW,0,CCN(CC)CC,[],"['O', 'V']",['V'],['O']
JALXIG,0,N#Cc1cccc(N)c1,[],"['Mo', 'O']",['Mo'],['O']
JALXOM,0,N#Cc1cccc(N)c1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
JAMFEI,0,Cc1cc(C)[nH]n1,[],"['Mo', 'O']",['Mo'],['O']
JAMLIT,3,C1CNCCN1,"[4, 1]","['C', 'Fe', 'O', 'P']",['Fe'],"['C', 'O', 'P']"
JANNAQ,3,CNC,[7],"['C', 'Co', 'Fe', 'O']","['Co', 'Fe']","['C', 'O']"
JANQAT,3,CNC,[7],"['C', 'Fe', 'Mn', 'O']","['Fe', 'Mn']","['C', 'O']"
JAPNUK,1,c1cc(-c2ccncc2)ccn1,[26],"['O', 'S', 'V']",['V'],"['O', 'S']"
JAPXED,3,CNC,[6],"['As', 'F', 'Ga', 'O']",['Ga'],"['As', 'F', 'O']"
JAQZOR,0,NCCN,"[14, 12]","['B', 'O', 'V']",['V'],"['B', 'O']"
JATBIS,0,c1cc(CCCc2ccncc2)ccn1,[1],"['Fe', 'Mo', 'O', 'P']","['Fe', 'Mo']","['O', 'P']"
JATBOY,0,c1cc(CCCc2ccncc2)ccn1,[1],"['Mo', 'O', 'P', 'Zn']","['Mo', 'Zn']","['O', 'P']"
JATBUE,0,c1cc(CCCc2ccncc2)ccn1,[1],"['Mn', 'Mo', 'O', 'P']","['Mn', 'Mo']","['O', 'P']"
JAVNEA,0,Cc1ccncc1,[],"['Mo', 'O']",['Mo'],['O']
JEBBIE,3,NCCN,[7],"['C', 'Ni', 'O']",['Ni'],"['C', 'O']"
JEBBOK,3,NCCN,[7],"['C', 'O', 'Zn']",['Zn'],"['C', 'O']"
JEBGIJ,3,NCCN,[7],"['C', 'Mg', 'O']",['Mg'],"['C', 'O']"
JEBGOP,3,NCCN,[7],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']"
JEBGUV,3,NCCN,[7],"['C', 'Co', 'O']",['Co'],"['C', 'O']"
JECDON,3,NCCN,[],"['Co', 'Mo', 'O', 'Sr']","['Co', 'Mo', 'Sr']",['O']
JECDUT,3,NCCN,[],"['Ba', 'Co', 'Mo', 'O']","['Ba', 'Co', 'Mo']",['O']
JECFAB,2,NCCCN,[],"['Co', 'Mo', 'O', 'Sr']","['Co', 'Mo', 'Sr']",['O']
JECFEF,2,NCCCN,[],"['Ba', 'Co', 'Mo', 'O']","['Ba', 'Co', 'Mo']",['O']
JECFIJ,0,NCCCN,[],"['Co', 'Mo', 'O']","['Co', 'Mo']",['O']
JEDKIP,3,CC(=N)N,[7],"['C', 'Mn', 'O']",['Mn'],"['C', 'O']"
JEDXEW,2,CCN,[1],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
JEGCUW,2,CNC,"[14, 12]","['B', 'Ge', 'O']",['Ge'],"['B', 'O']"
JELPAS,3,CC(N)CN,"[6, 4]","['As', 'C', 'Fe', 'O']",['Fe'],"['As', 'C', 'O']"
JEQBUD,0,CCCCN,[11],"['As', 'Cl', 'Cu', 'O', 'W']","['Cu', 'W']","['As', 'Cl', 'O']"
JEQCAK,0,CCCCN,[],"['Cl', 'Mn', 'O', 'Sb', 'W']","['Mn', 'Sb', 'W']","['Cl', 'O']"
JESDIV,3,C1CNCCN1,[0],"['F', 'Ga', 'O', 'P']",['Ga'],"['F', 'O', 'P']"
JETDES,1,NCCCCCCN,[2],"['Mn', 'O', 'S']",['Mn'],"['O', 'S']"
JETDIW,1,NCCN,[2],"['Ni', 'O', 'S']",['Ni'],"['O', 'S']"
JETSEH,2,NCCCNCCCN,[6],"['As', 'O', 'Zn']",['Zn'],"['As', 'O']"
JETSOR,0,Nc1ccccn1,[1],"['O', 'P', 'W']",['W'],"['O', 'P']"
JEWCOE,0,CN(C)CCN,[],"['O', 'V']",['V'],['O']
JEYWUG,1,C1CNCCN1,[2],"['O', 'S', 'V']",['V'],"['O', 'S']"
JEYXOB,3,C1CNCCNC1,"[0, 4]","['C', 'Fe', 'O', 'P']",['Fe'],"['C', 'O', 'P']"
JEZBAS,0,C1CNCCN1,[4],"['C', 'O', 'V']",['V'],"['C', 'O']"
JIHDEM,0,CNC,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
JIHDOW,0,Nc1ccccc1,[1],"['Mo', 'O', 'P']",['Mo'],"['O', 'P']"
JIJYEJ,3,Cn1ccnc1,[1],"['Be', 'O', 'P']",['Be'],"['O', 'P']"
JIKLAT,0,CNC,[],"['Eu', 'O', 'Te', 'W']","['Eu', 'Te', 'W']",['O']
JIKLEX,0,CNC,[],"['Gd', 'O', 'Te', 'W']","['Gd', 'Te', 'W']",['O']
JIKLIB,0,CNC,[],"['O', 'Tb', 'Te', 'W']","['Tb', 'Te', 'W']",['O']
JIKLOH,0,CNC,[],"['O', 'Tb', 'Te', 'W']","['Tb', 'Te', 'W']",['O']
JIKMAU,0,CNC,[],"['O', 'Tb', 'Te', 'W']","['Tb', 'Te', 'W']",['O']
JIKMEY,3,CNC,[],"['O', 'Tb', 'Te', 'W']","['Tb', 'Te', 'W']",['O']
JIKMIC,0,CNC,[],"['Gd', 'O', 'Te', 'W']","['Gd', 'Te', 'W']",['O']
JISCOE,0,NCCN(CCN)CCN,[1],"['Co', 'O', 'P']",['Co'],"['O', 'P']"
JISTIR,0,CNC,[2],"['O', 'S', 'V']",['V'],"['O', 'S']"
JIVQOU,3,C1CNCCN1,[1],"['Fe', 'O', 'P']",['Fe'],"['O', 'P']"
JIVQUA,1,NCCN,[1],"['O', 'P', 'Zr']",['Zr'],"['O', 'P']"
JIVSIQ,2,NCCN,[1],"['O', 'P', 'Zr']",['Zr'],"['O', 'P']"
JIWJOP,0,NCCN(CCN)CCN,[6],"['As', 'O', 'Zn']",['Zn'],"['As', 'O']"
JIWJUV,1,C1CNCCN1,[6],"['As', 'O', 'Zn']",['Zn'],"['As', 'O']"
JIWKAC,1,C1CNCCNC1,[6],"['As', 'O', 'Zn']",['Zn'],"['As', 'O']"
JIWKEG,2,C1CNCCN1,[6],"['As', 'O', 'Zn']",['Zn'],"['As', 'O']"
JIWKIK,2,C1CNCCN1,[6],"['As', 'O', 'Zn']",['Zn'],"['As', 'O']"
JIWKOQ,2,NCCN(CCN)CCN,[6],"['As', 'O', 'Zn']",['Zn'],"['As', 'O']"
JIXYEX,0,CCN(CC)CC,[1],"['Mo', 'O', 'P', 'Sb']","['Mo', 'Sb']","['O', 'P']"
JIYNIO,2,C1CN2CCN1CC2,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']"
JIYPIQ,1,CCNCCNCC,[1],"['O', 'P', 'Sn']",['Sn'],"['O', 'P']"
JIYXOF,1,NCCN,[],"['Fe', 'O', 'Sb', 'W']","['Fe', 'Sb', 'W']",['O']
JIYYAS,1,NCCN,[4],"['C', 'Fe', 'O', 'Sb', 'W']","['Fe', 'Sb', 'W']","['C', 'O']"
JIZSOA,0,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,[10],"['La', 'N', 'O']",['La'],"['N', 'O']"
JOCMAQ,3,NC12CC3CC(CC(C3)C1)C2,[5],"['O', 'Si']",['Si'],['O']
JOCSID,2,NCCN,[1],"['Ga', 'O', 'P']",['Ga'],"['O', 'P']"
JOFMID,1,Nc1cc(N)nc(N)n1,[],"['O', 'V']",['V'],['O']
JOFMOJ,2,Nc1cc(N)nc(N)n1,[],"['O', 'Te', 'V']","['Te', 'V']",['O']
